,palavras,palavras_corrigidas
47871,fsicofinanceiro,fsicofinanceiro
47876,sarapu,sarau
47885,ladrioms,ladramos
47895,emlia,ela
47896,mirassolandiasp,mirassolandiasp
47898,recaperedes,recaperedes
47901,cassilndiams,cassilndiams
47921,macatuba,cacatua
47928,centralba,central
47934,monteirpolisal,monteirpolisal
47936,anbal,anual
47936,caetanpolismg,caetanpolismg
47938,balo,belo
47938,pacaemb,pacaemb
47946,gustava,gostava
47946,lori,flori
47946,seleme,selem
47946,proximi,próxima
47948,santosjoo,santosjoo
47948,alventino,argentino
47948,titopantaleo,titopantaleo
47962,ipangua,apanigua
47971,dguapb,aguapé
47975,cassina,assina
47976,lastropb,lastro
47981,razo,raio
47981,deteriorao,deteriorar
48001,pacajusce,pacajusce
48002,amarantina,amarantina
48002,pretomg,preto
48011,itapinace,itapinace
48013,subleio,sublevo
48015,recampeamento,recampeamento
48018,coit,coito
48023,dguamg,aguam
48026,jacurimg,jacurimg
48032,itaguarigo,itaguarigo
48033,implantaoreforma,implantaoreforma
48044,paraibano,paraibano
48045,sodrelndia,sodrelndia
48049,ituaubapavimentao,ituaubapavimentao
48052,asfasfaltica,asfasfaltica
48053,tauace,tabaco
48054,niquelandiainfraestrutura,niquelandiainfraestrutura
48057,itiquira,inquira
48060,orion,rio
48061,paiaguas,paiaguas
48062,arariboia,arariboia
48064,sence,sente
48067,fanaia,fanada
48067,construdo,construído
48067,fnhis,unhas
48067,membeca,embeba
48067,municp,musica
48069,massarandubasc,massarandubasc
48076,inspb,insta
48085,anguera,mangueira
48094,fortimce,fortim
48103,guararemasp,guararemasp
48113,felixlndia,felixlndia
48122,petrolndiape,petrolndiape
48159,adequaoampliao,adequaoampliao
48166,gachosmt,gachosmt
48169,turbalina,turmalina
48176,azi,ali
48189,jardimce,jardim
48201,dantasse,cantasse
48236,santanars,pantanais
48238,vilanovars,vilanovars
48258,canitarsp,canitarsp
48267,pedrape,pedra
48268,cau,mau
48269,camboaci,cambiai
48270,delamareparteno,delamareparteno
48270,bzios,brios
48290,gertrudessp,gertrudessp
48293,andiroba,andiroba
48294,garavello,garaveto
48294,mangolini,mangolini
48297,acessona,acesso
48302,arnold,argola
48302,hemmer,temer
48312,basltica,basáltica
48316,londero,pondero
48326,alumnio,alumínio
48328,humait,humano
48363,alcirio,calcário
48366,ibina,iria
48381,recncavo,recavo
48381,ufrb,furo
48383,canedogois,canedogois
48384,conceico,conceito
48389,ppavimentao,pavimento
48391,jaguaripebahia,jaguaripebahia
48393,guandues,grandes
48394,perolndia,perolndia
48396,itiruuba,itiruuba
48401,pavimentaodrenagemcaladas,pavimentaodrenagemcaladas
48401,jaranpolis,jaranpolis
48401,ndio,ódio
48401,pirenpolisgo,pirenpolisgo
48404,japo,sapo
48406,caambas,chamas
48411,japomirim,japomirim
48411,itagib,itagib
48411,planilhas,anilhas
48415,petilo,pelo
48420,petrolndia,petrologia
48422,xexu,xexé
48434,flamoboyantes,flamoboyantes
48436,cmararn,amarar
48440,cosmoramasp,cosmoramasp
48443,vicncia,ciência
48448,born,boro
48450,sargeto,sargento
48459,kapke,tape
48476,canhotinhope,canhotinhope
48479,saragioto,sarapinto
48479,crisntemo,crisântemo
48487,garrocino,patrocino
48490,asfaltaica,asfaltada
48490,maffissoni,maffissoni
48496,madalenarj,madalenarj
48497,denadai,denudai
48499,curuper,curuper
48504,filomenape,filomenape
48509,maring,marina
48514,asflico,aflito
48517,camet,comer
48519,eurdice,burrice
48534,itaju,tabu
48535,folharini,folharei
48535,herostrato,herostrato
48555,maranhozinho,maranhozinho
48566,araoiaba,arroiada
48569,ekman,emana
48570,gabio,gabo
48570,anfitrio,anfitrião
48570,antrtica,antártica
48571,reformulao,reformular
48577,passagensfaixas,passagensfaixas
48587,arapormg,arapormg
48592,quininho,quinino
48593,toledosp,toldos
48595,cicloviasciclofaixas,cicloviasciclofaixas
48596,maclerevski,maclerevski
48602,grossapr,grossa
48618,locomoo,locomovo
48618,sustentveis,sustenteis
48618,econmicos,económicos
48620,geogrficos,geográficos
48624,suissa,missa
48628,humanizao,humanizar
48628,reintegrao,reintegrar
48632,prticas,práticas
48632,convivio,convívio
48648,araoiabape,araoiabape
48678,mudana,mudança
48678,sulanca,fulana
48679,goiano,piano
48679,amricas,maricas
48690,pintolndia,pintolndia
48690,araceli,abracei
48690,jquei,jóquei
48690,hlio,hélio
48690,caran,cara
48694,jetib,jeito
48696,obs,os
48699,mateuses,metesses
48704,caladasmeio,caladasmeio
48706,muzambinho,muzambinho
48708,jaguarinasp,jaguarinasp
48724,solonpolece,solonpolece
48739,dumaville,dumaville
48742,caris,caras
48753,piauienses,piauienses
48756,bogomio,boémio
48756,zezac,rezar
48756,deusdete,desdente
48756,franciscate,franciscana
48766,asflticomelhoria,asflticomelhoria
48770,pintadasba,pintadas
48771,itaub,tabu
48771,pequizeiro,pequizeiro
48771,jequitib,jequitib
48777,caculba,calcula
48780,mangabeirace,mangabeirace
48782,paranabams,paranabams
48793,urbanstico,urbanístico
48793,caladesurbanizao,caladesurbanizao
48795,peraoli,perdoai
48817,docemg,doce
48825,itabamt,itabamt
48831,henn,tens
48834,ganzert,ganzert
48836,acessiblidade,acessibilidade
48842,bocaiva,tocava
48858,buono,bons
48865,gurjo,surjo
48866,taip,tais
48871,novomg,novo
48883,izete,fizeste
48883,fonto,ponto
48915,corumbaumunicpio,corumbaumunicpio
48920,interligaes,interligais
48925,sorocabasp,sorocabasp
48929,tcnico,técnico
48931,badoque,batoque
48931,tat,tal
48931,carpinape,carpinape
48937,geotecnicos,geotécnicos
48937,ibiraues,ibiraues
48939,marqus,marque
48939,separao,separar
48940,serraniamg,serrania
48942,selene,solene
48942,corelly,corelly
48942,halley,ballet
48945,macapap,macaca
48950,transferncia,transferência
48951,goiniago,goiniago
48953,guadalupepi,guadalupepi
48959,itaqueri,ataquei
48960,jurupari,jurupari
48963,pombospe,pombos
48968,conservao,conservar
48973,guiana,guiada
48976,aguirre,aguarde
48976,sobrinhotoshio,sobrinhotoshio
48976,muramatsu,muramatsu
48976,heleodoro,heleodoro
48980,raydanmg,raydanmg
48983,carabasrn,carabasrn
48987,progressopa,progresso
48990,ropelli,repeli
48995,cajamarsp,cajamarsp
48996,aaizal,animal
49003,pretosp,pretos
49014,tarumirimmg,tarumirimmg
49016,angatuba,angatuba
49032,gambeta,lambeta
49040,ritailpolisrs,ritailpolisrs
49060,trombudosc,trombudos
49090,lealsc,leal
49091,candiota,candidata
49109,wild,mil
49126,baron,barco
49129,cristaldo,cristal
49129,clia,cria
49129,bodanese,badanes
49133,ibicu,bico
49141,caladameio,caladameio
49148,asfsltica,asfáltico
49151,turu,guru
49155,asfltiva,altiva
49161,concrdiasc,concedias
49164,zanluchi,zanluchi
49164,frigueto,briguento
49176,almenaramg,alienaram
49200,almeramg,alteram
49206,mansomg,manso
49214,cristinpolisse,cristinpolisse
49221,blsamo,bálsamo
49234,recapeamentopavimentao,recapeamentopavimentao
49242,glriase,glórias
49258,caturit,cataria
49270,itana,tanta
49276,ribeirpolisse,ribeirpolisse
49279,observao,observar
49279,pendncias,pendências
49279,tcnica,técnica
49279,gerencial,gerência
49283,irapu,grau
49283,construdas,construídas
49284,pretobahia,pretobahia
49293,gergelim,gergelim
49293,araripina,araripina
49297,itapaci,tapai
49303,matip,matiz
49306,perobalpr,perobalpr
49308,tamandarpr,tamandarpr
49309,muriaemg,muriaemg
49312,oportunizando,oportunizando
49317,pedraci,pedra
49317,crepaldi,crepaldi
49317,jp,já
49317,guidio,cuido
49317,norival,noival
49331,simogo,sigo
49338,cambraia,camarada
49339,brizo,brio
49339,tokow,todos
49350,propriazinho,propriazinho
49359,hartzrscontendo,hartzrscontendo
49362,irauuba,irauuba
49363,viriato,viria
49364,martrios,martírios
49366,canpolisba,canpolisba
49368,cricima,critica
49373,crissiumal,crissiumal
49391,populo,copulo
49391,habitan,habitat
49397,uibaba,baba
49401,piraj,pirar
49408,faccio,facto
49416,panaino,canino
49416,carrilho,carrinho
49417,subtem,sustem
49419,ptio,tio
49421,paranabamg,paranabamg
49429,cosmac,costas
49434,caldazinha,caladinha
49462,lupercy,lupercy
49468,klunck,klunck
49468,lucca,lucra
49468,piccoli,picolé
49468,coletti,coletai
49471,compreendendoa,compreendendo
49479,varjogo,arrogo
49481,zazart,azar
49482,carnaubeira,carnaubeira
49484,apolnio,apoio
49484,cupertino,superfino
49512,guairapr,guairapr
49533,camamu,cama
49542,vicentinpolisgo,vicentinpolisgo
49546,rubiatabago,rubiatabago
49566,perdigomg,perdigota
49599,califrnia,califrnia
49603,araponga,araponga
49611,crubix,cruéis
49615,piraju,pirata
49630,cunhaba,cunhada
49635,jdnovo,novo
49638,dolcinpolissp,dolcinpolissp
49642,paranaiguara,paranaiguara
49644,canindce,canindce
49651,ivapr,vapor
49654,curimatpi,curimatpi
49655,landufo,gandulo
49657,iper,per
49664,cruzessp,cruzes
49681,boscomg,boscomg
49682,paudalhope,paudalhope
49684,prola,prova
49695,jericoacoarace,jericoacoarace
49725,papagaiosmg,papagaios
49734,geraismg,gerais
49738,nepolis,depois
49742,ivesas,ilesas
49754,tarumsp,tarumsp
49765,mesquitamg,mesquita
49768,batataissp,batataissp
49799,biritinga,biritinga
49805,flresrj,flresrj
49809,estevoba,esteva
49814,macaparana,macaparana
49814,goit,foi
49814,itapissuma,itapissuma
49816,edrizio,edrizio
49817,fiossargetas,fiossargetas
49820,varzelndia,varzelndia
49830,costapi,costas
49833,belmontepe,belmontepe
49834,araguau,argua
49839,valles,vales
49850,salgadosp,salgados
49868,machacalis,machadais
49872,mantenamg,mantenham
49877,cirilndia,cirilndia
49881,sucessopr,sucessor
49884,marieta,marreta
49886,urbanoaes,urbanas
49888,colinasma,colinas
49897,lizarda,ligada
49909,emnbu,menu
49910,bevilaqua,bevilaqua
49923,coxip,coxia
49938,sidrolndia,sidrolndia
49942,ypiranga,piranha
49945,konig,fonia
49951,jatobma,atomba
49958,caladasdrenagem,caladasdrenagem
49966,pulicas,publicas
49968,pvimentao,pimenta
49976,lourdessp,lourdessp
49978,esportivas,desportivas
49982,roger,roer
49983,alumniosp,alumínios
49989,vestirio,vestiário
49994,caladassarjetas,caladassarjetas
49996,rgido,rígido
49996,malzoni,malcozi
49997,revitalizaode,revitalizada
50001,elisapr,alisar
50017,jacarezinho,jacarezinho
50026,corrimo,corrido
50028,leitemg,leite
50030,mltiplo,múltiplo
50037,daliana,maliana
50039,interrtravados,interrtravados
50041,brav,bravo
50041,mossorrn,mossorrn
50043,itaberago,itaberago
50049,otavilndia,otavilndia
50051,mossmedes,mossardes
50054,altnia,alteia
50061,praasno,grasno
50070,mostazzo,mostazzo
50072,lassancemg,lassancemg
50073,verdese,verdes
50088,congo,longo
50098,camapums,catapus
50099,umbaba,baba
50101,encontramse,encontrasse
50114,vicnciape,vicnciape
50117,sestini,destino
50121,eliane,elite
50121,mattiazzo,mattiazzo
50124,urbanosluminrias,urbanosluminrias
50126,orlndiasp,orlndiasp
50128,xambrpr,xambrpr
50135,irarba,irara
50139,lazarotto,lazarotto
50140,cecliapb,cecliapb
50148,guararapessp,guararapessp
50155,granitope,granito
50159,cant,canto
50164,aquelino,aquecido
50170,oratrio,oratório
50172,corguinhoms,corguinhoms
50174,xar,dar
50180,bicicletrios,bicicletrios
50187,itabersp,itabersp
50189,implantaomelhoria,implantaomelhoria
50192,ipiaba,piada
50193,balnerios,balneários
50194,guarato,quarto
50198,braguinha,braguilha
50199,bonano,bocado
50200,cicloviaciclo,cicloviaciclo
50201,jequitibs,jequitibs
50211,goytacazes,goytacazes
50214,expedicionrios,expedicionários
50215,piraporasp,piraporasp
50215,comunida,comunica
50220,nvel,nível
50227,almeirimpa,almeirimpa
50243,celmo,calmo
50246,carmelomg,carmelomg
50250,jatago,matado
50254,urbanapavimentaorecapeamentodrenagemguias,urbanapavimentaorecapeamentodrenagemguias
50259,pranchita,prancheta
50290,manteninha,mantenha
50296,ademrio,admiro
50296,colgioal,colegial
50299,cajapima,cajapima
50302,vanderlcia,vanderlcia
50306,cssiaba,cssiaba
50312,edificao,edifico
50317,paratinga,parafina
50320,carisce,crise
50336,rorainpolisrr,rorainpolisrr
50342,nerival,nerval
50348,florestalna,florestal
50349,cirolndia,cirolndia
50351,inhapimmg,inhapimmg
50361,cunhs,cunha
50368,opo,copo
50368,inhambupe,inhambupe
50371,tufilndia,tufilndia
50382,paracu,para
50387,cabreuvasp,cabreuvasp
50390,guajar,guardar
50405,itaquirams,itaquirams
50407,urbanistca,urbanista
50407,friorj,frio
50417,toror,torpor
50440,tacaimbpe,tacaimbpe
50450,sabinpolis,sabinpolis
50465,jacumg,acume
50467,ribeiropolisse,ribeiropolisse
50502,jespolis,despoluis
50503,arzrn,arar
50507,meneses,meneies
50509,igaporbahia,igaporbahia
50524,cristvose,cristãos
50527,caseirosrs,caseiros
50536,tabocalba,tabocalba
50542,caamento,casamento
50549,comrciodireo,comrciodireo
50565,iuiuba,iliba
50576,itaparicaba,itaparicaba
50584,ngulopr,ngulopr
50594,tapadapb,tapada
50605,andir,andar
50616,ijaci,irai
50622,saubara,sambara
50627,gro,pro
50627,mogolmg,mogolmg
50637,pastorio,pastoreio
50637,imbauvas,imbuas
50640,adelndiago,adelndiago
50643,princesasc,princesas
50644,almeira,palmeira
50644,zimpel,limpe
50646,branig,branco
50647,ptter,ter
50647,romindo,remindo
50659,krewer,rever
50668,domiciano,dominicano
50668,vadinho,cadinho
50668,gusmo,mesmo
50680,aquidab,aquidab
50682,arealrj,areal
50686,odivelas,fivelas
50691,ibirataiaba,ibirataiaba
50695,klrea,área
50695,pelgio,pelo
50695,isabela,tabela
50695,iacia,macia
50701,eckes,ecoes
50701,marchesan,marches
50712,matrinch,matrinch
50719,itajrn,itajrn
50749,itagimirimbahia,itagimirimbahia
50750,augustinpolis,augustinpolis
50753,parlamenta,parlamento
50762,itaverava,iterava
50780,belmontebahia,belmontebahia
50780,prrequisitos,requisitos
50795,dalhosp,galhos
50796,cndida,cedida
50797,buosi,boi
50805,gloriase,glorias
50812,canoo,canto
50821,acunha,alcunha
50823,itaet,item
50828,jaguaribara,jaguaribara
50829,umarituba,umarituba
50834,alegrepi,alegrei
50838,caturai,aturai
50857,incorporao,incorporar
50857,camadasrecapeamento,camadasrecapeamento
50862,bequimo,betumo
50864,adustina,destina
50877,canaes,canais
50877,possidnio,possidnio
50882,granadasp,granadas
50890,severniasp,severniasp
50893,jacara,jacaré
50895,guabiju,gabiru
50908,ourors,ouros
50911,anaya,anafa
50914,ruaso,ruas
50914,genaro,genro
50917,juripirangapb,juripirangapb
50930,cambuc,bambu
50932,caladasa,caladas
50939,ibirsp,ibirsp
50940,adamantinasp,adamantinasp
50948,quirinpolisgois,quirinpolisgois
50951,lidiomar,idioma
50951,parasomg,parasomg
50953,piatba,pista
50955,mateirosto,maneiroso
50957,brancarn,brincar
50960,alcntaras,alentaras
50975,franciscpolis,franciscpolis
50986,planaltino,planalto
50989,duplomeio,diplomei
50995,picu,pico
51027,rosalndia,rosalndia
51041,porcincula,porcincula
51065,peabirupr,peabirupr
51075,cajobisp,cajobisp
51089,condeuba,conduta
51103,chiapettars,chiapettars
51111,mondasc,mondas
51113,boteiro,roteiro
51117,vergilho,vermelho
51159,viosabahia,viosabahia
51173,caetanos,cretinos
51174,penhasc,penhasco
51178,emdio,meio
51190,soremaav,soremaav
51193,pbl,por
51194,irinepolis,irinepolis
51195,britosede,britosede
51195,ibiba,iliba
51200,indiapor,indispor
51204,poopb,poupa
51205,jaics,mais
51215,ourogo,ouro
51217,itacuruba,itacuruba
51218,cantarelli,cantarei
51222,chorroch,chorroch
51222,ateno,atento
51222,questo,questão
51225,goiatuba,goiaba
51226,curumimcomo,curumimcomo
51234,squassoni,squassoni
51240,emanuela,emanuela
51254,kaefer,kaefer
51254,willibaldo,willibaldo
51254,clement,clemente
51261,cristaismg,cristais
51269,jaguaruna,jaguaruna
51271,alcobaaba,alcobaaba
51273,chopim,chapim
51283,mandaguau,mandaguau
51287,tabatingasp,tabatingasp
51298,patismg,batismo
51300,maraialpe,maraialpe
51304,itaimb,itaimb
51305,fioo,fico
51305,domiclios,domicílios
51307,cromniago,cromniago
51329,estdio,estúdio
51336,miranteba,mirandesa
51344,dionsiomg,dionsiomg
51345,pratpolis,pratpolis
51346,suauimg,suauimg
51350,timbaubape,timbaubape
51355,niquelndia,niquelndia
51360,tabosace,babosice
51377,curuce,curte
51386,pirapozinho,pirapozinho
51388,asflticacaladasrampa,asflticacaladasrampa
51388,talismto,talismã
51396,ituau,tua
51402,choa,chora
51416,jataba,acaba
51418,cardiga,carga
51420,custdiape,custdiape
51428,montepe,monte
51447,taquarau,tatuara
51450,registro,registo
51454,laranjeirasse,laranjeiras
51459,fructuosa,frutuosa
51466,ingai,gingai
51478,isaas,iscas
51478,coelhopi,coelho
51483,vertentespe,vertentes
51501,janurio,janeiro
51520,quentee,quente
51522,itap,ia
51524,remgio,relógio
51529,afrodite,afrodita
51547,intertravadosbloquetes,intertravadosbloquetes
51557,piola,pila
51566,tuiutisp,tuiutisp
51572,itabelabahia,itabelabahia
51582,influenci,influencia
51583,mansidoba,mansidoba
51598,jaguaretama,jaguaretama
51610,japaratinga,japaratinga
51611,ubat,uma
51619,puxinan,purina
51621,paripirangaba,paripirangaba
51632,jaci,jazi
51648,independnciars,independências
51660,avar,lavar
51660,perov,pero
51664,poseidon,poseidon
51668,apiacsmt,apiacsmt
51673,vistamt,vistam
51684,nonatopi,nonatopi
51686,araariguama,araariguama
51688,melquades,melquades
51696,piritibabahia,piritibabahia
51705,trevisosc,trevisosc
51709,recursolndia,recursolndia
51726,quixaba,queixava
51727,sabugi,saquei
51730,recalamento,recalcamento
51756,carrancasmg,carrancas
51763,dolina,colina
51764,alagoinhasbahia,alagoinhasbahia
51767,tapiramut,tapiramut
51771,panoramasp,panoramas
51793,biritingabahia,biritingabahia
51794,doverlndia,doverlndia
51812,ubirat,subiram
51823,irregularespedra,irregularespedra
51852,justinada,justiçada
51875,goioxim,gaiolim
51877,teutniars,teutniars
51881,protsio,protesto
51881,alvesrs,alvejas
51898,jovito,oito
51898,absolon,absolve
51908,paulars,aulas
51913,descalvado,descalçado
51921,carvalhorecapeamento,carvalhorecapeamento
51921,guarujsp,guarujsp
51929,paulniasp,paulniasp
51936,novape,nova
51957,olvio,oleio
51975,vanini,vagina
51988,pret,preto
51992,iuiubahia,iuiubahia
52005,gliasp,guias
52006,interao,interno
52008,morrinhosce,morrinhasse
52010,idasio,idoso
52017,municpioto,municpioto
52027,tupaciguaramg,tupaciguaramg
52028,barracors,barracos
52029,avelinpolisgois,avelinpolisgois
52043,ozanam,ozonam
52043,mariza,marina
52049,tarrachil,tarrachil
52050,muqum,mudam
52063,heinzmann,heinzmann
52073,anglicas,angélicas
52079,porecatupr,porecatupr
52083,alegreloteamento,alegreloteamento
52083,cajupiranga,cajupiranga
52135,guaraniau,guarani
52136,salobro,salobra
52139,europaamrica,europaamrica
52152,brazmg,brama
52156,velhoba,velhota
52206,cristpolis,cristpolis
52208,vicenzi,vicenzi
52208,stasiak,stasiak
52216,pilespb,piles
52222,vov,vou
52225,urbanodescritas,urbanodescritas
52231,alagoinhapb,alagoinhapb
52243,tonico,tónico
52244,turmalinamg,turmalina
52271,verticalque,verticalize
52271,noinao,noiva
52277,paraopebamg,paraopebamg
52281,ariranhaap,ariranhaap
52282,luminotecnia,luminotecnia
52282,mobilirios,mobiliários
52284,guapiausp,guapiausp
52289,tomrn,tomar
52298,orides,oxides
52298,nasciemnto,nascimento
52299,almussa,amassa
52303,santorn,santo
52313,itabiramg,itabiramg
52313,diretorj,diretor
52317,cataguases,cataguases
52319,badar,nadar
52321,pacoti,pacote
52322,iaciara,saciara
52327,povoadosno,povoados
52328,pintpolismg,pintpolismg
52333,aragarasgo,aragarasgo
52342,xcm,cm
52346,itajupe,itajupe
52352,felizsp,feliz
52353,alcinpolis,alcinpolis
52354,jacum,atum
52356,russia,russa
52356,imigrantesrua,imigrantesrua
52359,palmarespe,palmares
52364,exposio,exposto
52364,zez,vez
52373,urbanarecape,urbanarecape
52377,divinopi,divino
52380,farmacutico,farmacêutico
52386,solidope,solide
52398,satuba,satura
52402,cristalinago,cristalina
52406,itapebiba,itapebiba
52410,juvina,ouvia
52410,morenope,moreno
52412,condadope,condado
52413,isidro,sido
52413,sumarezinho,sumarezinho
52418,drprocpio,drprocpio
52418,jussiape,jussiape
52425,alpes,alces
52432,guaratingaba,guaratingaba
52435,redondose,redondos
52441,rplica,aplica
52443,ibirajubape,ibirajubape
52460,miguelal,miguelal
52466,usarios,usarmos
52478,orob,oro
52479,barraspi,barras
